timestamp_utc,elapsed_s,active_channel,active_power_W,ch1_power_W,ch2_power_W,ch1_pm_status,ch2_pm_status,command_status
2026-05-07T18:26:00.571+00:00,59.798034,1,5.024385172874e-03,5.024864000000e-03,2.054214000000e-09,312,264,0
2026-05-07T18:26:00.990+00:00,60.326782,1,5.024205893278e-03,5.024234000000e-03,2.041238000000e-09,312,264,0
2026-05-07T18:26:01.587+00:00,60.749703,1,5.023987032473e-03,5.024255000000e-03,2.016890000000e-09,312,264,0
2026-05-07T18:26:02.147+00:00,61.379487,1,5.025031976402e-03,5.024364000000e-03,2.011830000000e-09,312,264,0
2026-05-07T18:26:02.751+00:00,61.898282,1,5.023904144764e-03,5.023940000000e-03,2.014714000000e-09,312,264,0
2026-05-07T18:26:03.184+00:00,62.510884,1,5.024280864745e-03,5.024053000000e-03,2.011422000000e-09,312,264,0
2026-05-07T18:26:03.379+00:00,62.999102,1,5.024434067309e-03,5.024596000000e-03,2.001737000000e-09,312,264,0
2026-05-07T18:26:03.519+00:00,63.137857,1,5.024605896324e-03,5.024253000000e-03,1.995263000000e-09,312,264,0
2026-05-07T18:26:03.654+00:00,63.282393,1,5.024751182646e-03,5.025052000000e-03,1.989278000000e-09,312,264,0
2026-05-07T18:26:03.938+00:00,63.422261,1,5.024557001889e-03,5.024219000000e-03,1.977390000000e-09,312,264,0
2026-05-07T18:26:04.064+00:00,63.694364,1,5.024407058954e-03,5.024485000000e-03,1.976411000000e-09,312,264,0
2026-05-07T18:26:04.284+00:00,63.833163,1,5.024773068726e-03,5.024485000000e-03,1.983729000000e-09,312,264,0
2026-05-07T18:26:04.487+00:00,64.097569,1,5.023863166571e-03,5.024051000000e-03,1.992053000000e-09,312,264,0
2026-05-07T18:26:04.624+00:00,64.245139,1,5.023947916925e-03,5.023897000000e-03,1.992298000000e-09,312,264,0
2026-05-07T18:26:04.757+00:00,64.384592,1,5.023870151490e-03,5.024238000000e-03,1.998065000000e-09,312,264,0
2026-05-07T18:26:04.902+00:00,64.522917,1,5.023987032473e-03,5.024170000000e-03,1.997249000000e-09,312,264,0
2026-05-07T18:26:05.038+00:00,64.662179,1,5.024422891438e-03,5.024430000000e-03,1.996922000000e-09,312,264,0
2026-05-07T18:26:05.208+00:00,64.815683,1,5.023888777941e-03,5.023742000000e-03,1.998745000000e-09,312,264,0
2026-05-07T18:26:05.417+00:00,64.967748,1,5.023659206927e-03,5.023882000000e-03,2.000867000000e-09,312,264,0
2026-05-07T18:26:05.609+00:00,65.231152,1,5.024021025747e-03,5.024008000000e-03,2.002445000000e-09,312,264,0
2026-05-07T18:26:05.757+00:00,65.374693,1,5.023872014135e-03,5.024611000000e-03,1.998119000000e-09,312,264,0
2026-05-07T18:26:05.900+00:00,65.518162,1,5.024059209973e-03,5.024221000000e-03,2.000187000000e-09,312,264,0
2026-05-07T18:26:06.168+00:00,65.656009,1,5.024223122746e-03,5.024287000000e-03,2.010960000000e-09,312,264,0
2026-05-07T18:26:06.305+00:00,65.924524,1,5.024419166148e-03,5.024664000000e-03,2.014714000000e-09,312,264,0
2026-05-07T18:26:06.544+00:00,66.065057,1,5.024813115597e-03,5.024939000000e-03,2.020209000000e-09,312,264,0
2026-05-07T18:26:06.690+00:00,66.313775,1,5.025011021644e-03,5.024506000000e-03,2.033348000000e-09,312,264,0
2026-05-07T18:26:06.816+00:00,66.456684,1,5.024652928114e-03,5.024545000000e-03,2.042162000000e-09,312,264,0
2026-05-07T18:26:06.952+00:00,66.567418,1,5.024848971516e-03,5.024483000000e-03,2.042924000000e-09,312,264,0
2026-05-07T18:26:07.091+00:00,66.721443,1,5.024978891015e-03,5.025024000000e-03,2.037429000000e-09,312,264,0
2026-05-07T18:26:07.263+00:00,66.858380,1,5.025465041399e-03,5.025019000000e-03,2.029458000000e-09,312,264,0
2026-05-07T18:26:07.417+00:00,67.022865,1,5.024900194257e-03,5.024696000000e-03,2.021678000000e-09,312,264,0
2026-05-07T18:26:07.767+00:00,67.172900,1,5.024395883083e-03,5.024591000000e-03,2.000296000000e-09,312,264,0
2026-05-07T18:26:08.366+00:00,67.557740,1,5.025201011449e-03,5.024225000000e-03,1.977444000000e-09,312,264,0
2026-05-07T18:26:08.931+00:00,68.126078,1,5.025043152273e-03,5.024894000000e-03,1.995426000000e-09,312,264,0
2026-05-07T18:26:09.487+00:00,68.687248,1,5.025118123740e-03,5.024755000000e-03,2.025677000000e-09,312,264,0
2026-05-07T18:26:10.012+00:00,69.250042,1,5.024686921388e-03,5.024402000000e-03,2.019175000000e-09,312,264,0
2026-05-07T18:26:10.571+00:00,69.767896,1,5.024252925068e-03,5.024973000000e-03,2.004539000000e-09,312,264,0
2026-05-07T18:26:11.164+00:00,70.374347,1,5.024523008615e-03,5.025045000000e-03,1.996542000000e-09,312,264,0
2026-05-07T18:26:11.788+00:00,70.919960,1,5.024701822549e-03,5.024504000000e-03,1.997630000000e-09,312,264,0
